id,name,dbpedia_url
aaa,Ghotuo,http://dbpedia.org/resource/Ghotuo_language
aal,Afade,http://dbpedia.org/resource/Afade_language
aau,Abau,http://dbpedia.org/resource/Abau_language
abb,Bankon,
abe,"Abnaki, Western",http://dbpedia.org/resource/Western_Abnaki_language
abi,Abidji,
abk,Abkhaz,http://dbpedia.org/resource/Abkhaz_language
abq,Abaza,http://dbpedia.org/resource/Abaza_language
abt,Ambulas,
arb,"Arabic, Standard",http://dbpedia.org/resource/Classical_Arabic
aca,Achagua,http://dbpedia.org/resource/Achagua_language
acc,"Achi', Cubulco",
abj,Aka-Bea,http://dbpedia.org/resource/Aka-Bea_language
acv,Achumawi,http://dbpedia.org/resource/Achumawi_language
aci,Aka-Cari,http://dbpedia.org/resource/Aka-Cari_language
acm,"Arabic, Mesopotamian Spoken",http://dbpedia.org/resource/Iraqi_Arabic
acn,Achang,http://dbpedia.org/resource/Ngac%27ang_language
ach,Acholi,http://dbpedia.org/resource/Acholi_language
acr,"Achi', Rabinal",
acu,Achuar-Shiwiar,http://dbpedia.org/resource/Shiwiar
acw,"Arabic, Hijazi Spoken",http://dbpedia.org/resource/Hejazi_Arabic
acy,"Arabic, Cypriot Spoken",http://dbpedia.org/resource/Cypriot_Maronite_Arabic
adi,Adi,
adj,Adioukrou,
ads,Adamorobe Sign Language,http://dbpedia.org/resource/Adamorobe_Sign_Language
adt,Adnyamathanha,http://dbpedia.org/resource/Adnyamathanha_language
adx,"Tibetan, Amdo",http://dbpedia.org/resource/Amdo_Tibetan_language
ady,Adyghe,http://dbpedia.org/resource/Adyghe_language
aeb,"Arabic, Tunisian Spoken",http://dbpedia.org/resource/Tunisian_Arabic
aed,Argentine Sign Language,
aer,"Arrernte, Eastern",
aes,Alsea,
pqa,Pa'a,http://dbpedia.org/resource/Pa%27a_language
afb,"Arabic, Gulf Spoken",http://dbpedia.org/resource/Gulf_Arabic
abv,"Arabic, Baharna Spoken",http://dbpedia.org/resource/Bahrani_Arabic
afr,Afrikaans,http://dbpedia.org/resource/Afrikaans
afn,Defaka,http://dbpedia.org/resource/Defaka_language
aar,Afar,http://dbpedia.org/resource/Afar_language
afz,Obokuitai,
agd,Agarabi,
agg,Angor,
agh,Ngelima,
agm,Angaataha,
agq,Aghem,
agr,Aguaruna,http://dbpedia.org/resource/Aguaruna_language
agt,"Agta, Central Cagayan",
agu,Awakateko,http://dbpedia.org/resource/Awakatek_language
agx,Aghul,http://dbpedia.org/resource/Agul_language
ahh,Aghu,http://dbpedia.org/resource/Aghu_language
ahp,"Aizi, Aproumu",
aht,Ahtena,http://dbpedia.org/resource/Inupiaq_language
aia,Arosi,
aib,Ainu,http://dbpedia.org/resource/%C3%84ynu_language
aie,Amara,http://dbpedia.org/resource/Amara_language
aii,Assyrian Neo-Aramaic,http://dbpedia.org/resource/Assyrian_Neo-Aramaic
aij,Lishanid Noshan,http://dbpedia.org/resource/Lishanid_Noshan
ain,Ainu,http://dbpedia.org/resource/Ainu_language_%28Hokkaid%C5%8D%29
aiw,Aari,http://dbpedia.org/resource/Aari_language
aja,Aja,http://dbpedia.org/resource/Aja_language_%28Nilo-Saharan%29
aji,Ajië,http://dbpedia.org/resource/Aji%C3%AB_language
ajp,"Arabic, South Levantine Spoken",http://dbpedia.org/resource/Palestinian_Arabic
ahk,Akha,http://dbpedia.org/resource/Akha_language
akc,Mpur,
akl,Inakeanon,http://dbpedia.org/resource/Aklanon_languages
akr,Araki,http://dbpedia.org/resource/Araki_language
akv,Akhvakh,http://dbpedia.org/resource/Akhvakh_language
akx,Aka-Kede,http://dbpedia.org/resource/Aka-Kede_language
akz,Alabama,http://dbpedia.org/resource/Alabama_language
alc,Qawasqar,http://dbpedia.org/resource/Kaw%C3%A9sqar_language
ald,Alladian,
aqp,Atakapa,http://dbpedia.org/resource/Atakapa_language
alq,Algonquin,http://dbpedia.org/resource/Algonquin_language
alh,Alawa,
aln,"Albanian, Gheg",http://dbpedia.org/resource/Gheg_Albanian
alo,Larike-Wakasihu,
alp,Alune,
alr,Alutor,http://dbpedia.org/resource/Alyutor_language
als,"Albanian, Tosk",http://dbpedia.org/resource/Tosk_Albanian
alt,"Altai, Southern",http://dbpedia.org/resource/Southern_Altai_language
alu,'Are'are,http://dbpedia.org/resource/%27Are%27are_language
ami,Amis,http://dbpedia.org/resource/Amis_language
ale,Aleut,http://dbpedia.org/resource/Aleut_language
aly,Alyawarr,
amc,Amahuaca,http://dbpedia.org/resource/Amahuaca_language
ame,Yanesha’,http://dbpedia.org/resource/Yanesha%27_language
amf,Hamer-Banna,http://dbpedia.org/resource/Hamer-Banna_language
amh,Amharic,http://dbpedia.org/resource/Amharic
aey,Amele,
amk,Ambai,http://dbpedia.org/resource/Ambai_language
amn,Amanab,http://dbpedia.org/resource/Amanab_language
amo,Amo,
amp,Alamblak,http://dbpedia.org/resource/Alamblak_language
amr,Amarakaeri,http://dbpedia.org/resource/Amarakaeri
amu,"Amuzgo, Guerrero",
amy,Ami,
anc,Ngas,http://dbpedia.org/resource/Ngas_language
ane,Xârâcùù,
anh,Nend,
ani,Andi,
ank,Goemai,http://dbpedia.org/resource/Goemai_language
ann,Obolo,
ano,Andoque,http://dbpedia.org/resource/Andoque_language
anq,Jarawa,http://dbpedia.org/resource/Jarawa_language
anu,Anuak,http://dbpedia.org/resource/Anuak_language
any,Anyin,http://dbpedia.org/resource/Anyin_language
anz,Anem,http://dbpedia.org/resource/An%C3%AAm_language
aoa,Angolar,http://dbpedia.org/resource/Angolar_language
aoc,Pemon,
aoi,Anindilyakwa,http://dbpedia.org/resource/Enindhilyagwa_language
aom,Ömie,
aon,"Arapesh, Bumbita",
apy,Apalaí,http://dbpedia.org/resource/Apala%C3%AD_language
apb,Sa'a,http://dbpedia.org/resource/Sa%27a_language
apc,"Arabic, North Levantine Spoken",http://dbpedia.org/resource/Levantine_Arabic
ape,Bukiyip,
aph,Athpariya,http://dbpedia.org/resource/Athpare_language
apj,"Apache, Jicarilla",http://dbpedia.org/resource/Jicarilla_language
apm,"Apache, Mescalero-Chiricahua",http://dbpedia.org/resource/Mescalero_language
apn,Apinayé,
apq,A-Pucikwar,http://dbpedia.org/resource/A-Pucikwar_language
apr,Arop-Lokep,http://dbpedia.org/resource/Arop-Lokep_language
apt,Apatani,
apu,Apurinã,http://dbpedia.org/resource/Apurin%C3%A3_language
apw,"Apache, Western",http://dbpedia.org/resource/Western_Apache_language
apz,Safeyoka,
ake,Akawaio,http://dbpedia.org/resource/Akawaio_language
aqc,Archi,http://dbpedia.org/resource/Archi_language
ard,Arabana,http://dbpedia.org/resource/Arabana_language
are,"Arrarnta, Western",
arh,Arhuaco,http://dbpedia.org/resource/Arhuaco_language
ari,Arikara,
arl,Arabela,http://dbpedia.org/resource/Arabela_language
hye,Armenian,
aro,Araona,http://dbpedia.org/resource/Araona
arp,Arapaho,http://dbpedia.org/resource/Arapaho_language
arr,Karo,
rkb,Rikbaktsa,
arn,Mapudungun,http://dbpedia.org/resource/Mapudungun
arv,Arbore,http://dbpedia.org/resource/Arbore_language
arw,Arawak,
ary,"Arabic, Moroccan Spoken",http://dbpedia.org/resource/Moroccan_Arabic
arz,"Arabic, Egyptian Spoken",http://dbpedia.org/resource/Egyptian_Arabic
asa,Asu,
ase,American Sign Language,http://dbpedia.org/resource/American_Sign_Language
asf,Australian Sign Language,http://dbpedia.org/resource/Auslan
asm,Assamese,http://dbpedia.org/resource/Assamese_language
asu,"Asurini, Tocantins",http://dbpedia.org/resource/Akw%C3%A1wa
ace,Aceh,http://dbpedia.org/resource/Acehnese_language
atq,Aralle-Tabulahan,
atw,Atsugewi,
aty,Aneityum,http://dbpedia.org/resource/Aneityum_language
ast,Asturian,http://dbpedia.org/resource/Asturian_language
auc,Waorani,http://dbpedia.org/resource/Huaorani_language
aul,Aulua,http://dbpedia.org/resource/Aulua_language
aun,"One, Molmo",
auw,Awyi,
auy,Awiyaana,
avn,Avatime,http://dbpedia.org/resource/Avatime_language
ava,Avar,http://dbpedia.org/resource/Avar_language
avt,Au,http://dbpedia.org/resource/Au_language
avu,Avokaya,http://dbpedia.org/resource/Avokaya_language
awb,Awa,
awa,Awadhi,http://dbpedia.org/resource/Awadhi_language
awi,Aekyom,
awn,Awngi,http://dbpedia.org/resource/Awngi_language
axk,Yaka,
ayc,"Aymara, Southern",http://dbpedia.org/resource/Southern_Aymara
ayl,"Arabic, Libyan Spoken",http://dbpedia.org/resource/Libyan_Arabic
ayr,"Aymara, Central",http://dbpedia.org/resource/Central_Aymara
ayn,"Arabic, Sanaani Spoken",http://dbpedia.org/resource/Sanaani_Arabic
ayo,Ayoreo,http://dbpedia.org/resource/Ayoreo_language
ayz,Mai Brat,
azb,"Azerbaijani, South",http://dbpedia.org/resource/South_Azeri_language
azj,"Azerbaijani, North",http://dbpedia.org/resource/North_Azeri_language
adz,Adzera,
azz,"Nahuatl, Highland Puebla",http://dbpedia.org/resource/Highland_Puebla_Nahuatl
bas,Basaa,http://dbpedia.org/resource/Basaa_language
bae,Baré,
bag,Tuki,
bwi,Baniwa,
ybb,Yemba,
bao,Waimaha,
bar,Bavarian,http://dbpedia.org/resource/Austro-Bavarian_language
bav,Vengo,http://dbpedia.org/resource/Babungo_language
baw,Bambili-Bambui,
bax,Bamun,http://dbpedia.org/resource/Bamum_language
baz,Tunen,
bba,Baatonum,
bbc,Batak Toba,http://dbpedia.org/resource/Batak_Toba
bbd,Bau,
bbl,Bats,http://dbpedia.org/resource/Bats_language
bbn,Uneapa,http://dbpedia.org/resource/Uneapa_language
bbo,Konabéré,
baa,Babatana,
bci,Baoulé,http://dbpedia.org/resource/Baoul%C3%A9_language
bcj,Bardi,
bck,Bunaba,
bcm,Bannoni,
bco,Kaluli,
bcq,Bench,http://dbpedia.org/resource/Bench_language
bcs,Kohumono,
bcw,Bana,http://dbpedia.org/resource/Bana_language
pmf,Pamona,
bis,Bislama,http://dbpedia.org/resource/Bislama
bde,Bade,http://dbpedia.org/resource/Bade_language
kmr,"Kurdish, Northern",
bdh,Baka,
bdk,Budukh,
bdl,"Bajau, Indonesian",
bdm,Buduma,http://dbpedia.org/resource/Buduma_language
bdq,Bahnar,
bds,Burunge,http://dbpedia.org/resource/Burunge_language
bdu,Oroko,
bdy,Bandjalang,http://dbpedia.org/resource/Bandjalang_language
bee,Byangsi,
bef,Benabena,
bej,Bedawiyet,http://dbpedia.org/resource/Beja_language
beq,Beembe,
blc,Bella Coola,http://dbpedia.org/resource/Nux%C3%A1lk_language
bng,Benga,
bkl,Berik,
bev,"Bété, Daloa",
bew,Betawi,http://dbpedia.org/resource/Betawi_language
bex,Jur Modo,
bfa,Bari,http://dbpedia.org/resource/Bari_language
bfd,Bafut,
bfq,Badaga,http://dbpedia.org/resource/Badaga_language
bft,Balti,http://dbpedia.org/resource/Balti_dialect
bfu,Gahri,
bfw,Bondo,http://dbpedia.org/resource/Bonda_language
bgp,"Balochi, Eastern",
bgq,Bagri,http://dbpedia.org/resource/Bagri_language
bgr,"Chin, Bawm",
bgz,Banggai,
bhb,Bhili,http://dbpedia.org/resource/Bhili_language
bhg,Binandere,
bho,Bhojpuri,http://dbpedia.org/resource/Bhojpuri_language
bfi,British Sign Language,http://dbpedia.org/resource/British_Sign_Language
bhp,Bima,
bhq,Tukang Besi South,
bhw,Biak,http://dbpedia.org/resource/Biak_language
bia,Badimaya,http://dbpedia.org/resource/Badimaya_language
bib,Bissa,
bid,Bidiyo,http://dbpedia.org/resource/Bidiyo_language
bif,Biafada,
bzi,Bisu,
lwm,Laomian,
bim,Bimoba,
bip,Bila,
bps,"Blaan, Sarangani",
bjb,Banggarla,
bjh,Bahinemo,
bji,Burji,http://dbpedia.org/resource/Burji_language
bjr,Binumarien,
bjt,Balanta-Ganja,
bjy,Bayali,
bkc,Baka,
bkd,Binukid,
bkk,Brokskat,
bcl,"Bicolano, Central",
bkm,Kom,http://dbpedia.org/resource/Kom_language
bkq,Bakairí,
blb,Bilua,http://dbpedia.org/resource/Bilua_language
bla,Blackfoot,
ble,Balanta-Kentohe,
bul,Bulgarian,http://dbpedia.org/resource/Bulgarian_language
bli,Bolia,
bll,Biloxi,http://dbpedia.org/resource/Biloxi_language
hnj,Hmong Njua,
cqd,"Miao, Chuanqiandian Cluster",
blw,Balangao,
blz,Balantak,
bmi,Bagirmi,http://dbpedia.org/resource/Bagirmi_language
bmr,Muinane,http://dbpedia.org/resource/Muinane_language
mya,Burmese,http://dbpedia.org/resource/Burmese_language
bmu,Burum-Mindik,
bmy,Bemba,
bnc,"Bontoc, Central",http://dbpedia.org/resource/Bontoc_language
ben,Bengali,http://dbpedia.org/resource/Bengali_language
jaa,Jamamadí,
bni,Bangi,
bnq,Bantik,http://dbpedia.org/resource/Bantik_language
boa,Bora,http://dbpedia.org/resource/Bora_language
boi,Barbareño,http://dbpedia.org/resource/Barbare%C3%B1o_language
bol,Bole,http://dbpedia.org/resource/Bole_language
bom,Berom,http://dbpedia.org/resource/Berom
loy,Lowa,
bor,Borôro,
bot,Bongo,
boz,"Bozo, Tiéyaxo",
bpp,Kaure,
bug,Bugis,http://dbpedia.org/resource/Buginese_language
bpu,Bongu,
bqc,Boko,
bqp,Busa,
bqy,Benkala Sign Language,http://dbpedia.org/resource/Kata_Kolok
bam,Bamanankan,http://dbpedia.org/resource/Bambara_language
brb,Lave,
brc,Berbice Creole Dutch,http://dbpedia.org/resource/Berbice_Creole_Dutch
brf,Bera,
brg,Baure,http://dbpedia.org/resource/Baure_language
brh,Brahui,http://dbpedia.org/resource/Brahui_language
bri,Mokpwe,
brm,Barambu,
brn,Boruca,
bre,Breton,http://dbpedia.org/resource/Breton_language
bru,"Bru, Eastern",http://dbpedia.org/resource/Eastern_Bru_language
brv,"Bru, Western",
brx,Bodo,http://dbpedia.org/resource/Bodo_language
bsc,Oniyan,
bsh,Kati,http://dbpedia.org/resource/Kata-vari
bsk,Burushaski,http://dbpedia.org/resource/Burushaski
bsn,Barasana-Eduria,http://dbpedia.org/resource/Barasana_language
bsp,Baga Sitemu,
eus,Basque,http://dbpedia.org/resource/Basque_language
bsw,Baiso,http://dbpedia.org/resource/Baiso_language
bth,"Bidayuh, Biatah",
bya,Batak,
btx,Batak Karo,http://dbpedia.org/resource/Batak_Karo_language
btz,Batak Alas-Kluet,
bue,Beothuk,
buf,Bushoong,
buh,"Bunu, Younuo",
bxk,Lubukusu,http://dbpedia.org/resource/Bukusu_language
bum,Bulu,
buo,Terei,
bwr,Bura-Pabir,http://dbpedia.org/resource/Bura-Pabir_language
bvb,Bube,http://dbpedia.org/resource/Bube_language
bvq,Birri,
bvr,Burarra,
bvs,Identifier bvs has been changed,http://dbpedia.org/resource/Flemish_Sign_Language
bvx,Dibole,
bwe,"Karen, Bwe",
bwo,Borna,http://dbpedia.org/resource/Boro_language_%28Ethiopia%29
bwq,"Bobo Madaré, Southern",
bwu,Buli,
bak,Bashkort,http://dbpedia.org/resource/Bashkir_language
bxm,"Buriat, Mongolia",http://dbpedia.org/resource/Mongolia_Buriat_language
prx,Purik,
byn,Bilen,http://dbpedia.org/resource/Blin_language
byr,Baruya,
byw,Belhariya,http://dbpedia.org/resource/Belhare_language
byx,Qaqet,
ban,Bali,http://dbpedia.org/resource/Balinese_language
bzd,Bribri,
bzf,Boikin,
bzj,Belize Kriol English,http://dbpedia.org/resource/Belizean_Kriol_language
bzq,Buli,
bzr,Biri,
bzs,Brazilian Sign Language,http://dbpedia.org/resource/Brazilian_Sign_Language
caa,Ch'orti',http://dbpedia.org/resource/Ch%27orti%27_language
cab,Garifuna,http://dbpedia.org/resource/Garifuna_language
cac,"Chuj, San Sebastián Coatán",
cad,Caddo,http://dbpedia.org/resource/Caddo_language
cag,Nivaclé,http://dbpedia.org/resource/Nivacl%C3%A9_language
cal,Carolinian,http://dbpedia.org/resource/Carolinian_language
cam,Cemuhî,
can,Chambri,
cao,Chácobo,http://dbpedia.org/resource/Ch%C3%A1cobo_language
caq,"Nicobarese, Car",http://dbpedia.org/resource/Car_language
crx,Carrier,
cas,Tsimané,
cyb,Cayubaba,
cav,Cavineña,http://dbpedia.org/resource/Cavine%C3%B1a
cax,Chiquitano,
cay,Cayuga,http://dbpedia.org/resource/Cayuga_language
cbc,Carapana,
cbd,Carijona,
chb,Chibcha,http://dbpedia.org/resource/Chibcha_language
cbg,Chimila,
cbi,Chachi,
cbk,Chavacano,http://dbpedia.org/resource/Chavacano_language
cbn,Nyahkur,
cbr,Cashibo-Cacataibo,http://dbpedia.org/resource/Cashibo-Cacataibo
cbs,Kashinawa,http://dbpedia.org/resource/Cashinahua
cbt,Chayahuita,http://dbpedia.org/resource/Chayahuita
cbu,Candoshi-Shapra,http://dbpedia.org/resource/Candoshi-Shapra_language
cbv,Cacua,http://dbpedia.org/resource/Kakwa_language
cco,"Chinantec, Comaltepec",
cho,Choctaw,http://dbpedia.org/resource/Choctaw_language
zgb,"Zhuang, Guibei",
cdm,Chepang,http://dbpedia.org/resource/Chepang_language
cdn,Chaudangsi,
cdo,"Chinese, Min Dong",http://dbpedia.org/resource/Fuzhou_dialect
ceb,Cebuano,http://dbpedia.org/resource/Cebuano_language
chr,Cherokee,http://dbpedia.org/resource/Cherokee_language
nan,"Chinese, Min Nan",http://dbpedia.org/resource/Taiwanese_Hokkien
kac,Jingpho,http://dbpedia.org/resource/Jingpho_language
chc,Catawba,
chd,"Chontal, Highland Oaxaca",
chf,"Chontal, Tabasco",http://dbpedia.org/resource/Chontal_Maya_language
cgg,Chiga,http://dbpedia.org/resource/Rukiga_language
chh,Chinook,
chl,Cahuilla,
ctm,Chitimacha,
cmn,"Chinese, Mandarin",http://dbpedia.org/resource/Mandarin_Chinese
chq,"Chinantec, Quiotepec",
crw,Chrau,
cht,Cholón,
clw,Chulym,http://dbpedia.org/resource/Chulym_language
chx,Chantyal,http://dbpedia.org/resource/Chantyal_language
chy,Cheyenne,http://dbpedia.org/resource/Cheyenne_language
cic,Chickasaw,http://dbpedia.org/resource/Chickasaw_language
cid,Chimariko,
cir,Tiri,
ctg,Chittagonian,http://dbpedia.org/resource/Chittagonian_language
ciw,Chippewa,http://dbpedia.org/resource/Chippewa_language
cja,"Cham, Western",
che,Chechen,http://dbpedia.org/resource/Chechen_language
cha,Chamorro,http://dbpedia.org/resource/Chamorro_language
cje,Chru,
cjh,"Chehalis, Upper",
cji,Chamalal,
cjm,"Cham, Eastern",
cjo,Ashéninka Pajonal,http://dbpedia.org/resource/Pajonal_Ash%C3%A9ninka
cjp,Cabécar,
cjs,Shor,http://dbpedia.org/resource/Shor_language
chv,Chuvash,http://dbpedia.org/resource/Chuvash_language
cjv,Chuave,
ckf,"Kaqchikel, Southern",
cnk,"Chin, Khumi",
cko,Anufo,
cks,Tayo,http://dbpedia.org/resource/Tayo_language
ckt,Chukchi,http://dbpedia.org/resource/Chukchi_language
cku,Koasati,http://dbpedia.org/resource/Koasati_language
cla,Ron,http://dbpedia.org/resource/Ron_language
cld,Chaldean Neo-Aramaic,http://dbpedia.org/resource/Chaldean_Neo-Aramaic
cle,"Chinantec, Lealao",
clk,Idu-Mishmi,http://dbpedia.org/resource/Idu_Mishmi_Language
clm,Clallam,http://dbpedia.org/resource/Klallam_language
cat,Catalan-Valencian-Balear,http://dbpedia.org/resource/Catalan_language
clo,"Chontal, Lowland Oaxaca",
cmi,Emberá-Chamí,http://dbpedia.org/resource/Chami-Embera_language
cng,"Qiang, Northern",http://dbpedia.org/resource/Northern_Qiang_language
cnh,"Chin, Haka",http://dbpedia.org/resource/Hakha-Chin_language
cni,Asháninka,http://dbpedia.org/resource/Ash%C3%A1ninka_language
cnm,"Chuj, Ixtatán",
cnt,"Chinantec, Tepetotutla",
cob,Chicomuceltec,http://dbpedia.org/resource/Chicomuceltec
coc,Cocopa,http://dbpedia.org/resource/Cocopah_language
cod,Cocama-Cocamilla,http://dbpedia.org/resource/Cocama_language
coe,Koreguaje,
cof,Colorado,
col,Columbia-Wenatchi,
com,Comanche,http://dbpedia.org/resource/Comanche_language
con,Cofán,http://dbpedia.org/resource/Cof%C3%A1n_language
coo,Comox,http://dbpedia.org/resource/Comox_people
cop,Coptic,http://dbpedia.org/resource/Coptic_language
crn,"Cora, El Nayar",http://dbpedia.org/resource/Cora_language
csz,Coos,
cou,Wamey,
coz,Chocholtec,
cpa,"Chinantec, Palantla",
chp,Dene,http://dbpedia.org/resource/Dene_Suline_language
car,Carib,http://dbpedia.org/resource/Akawaio_language
crc,Lonwolwol,
crd,Coeur d'Alene,http://dbpedia.org/resource/Coeur_d%27Alene_language
crj,"Cree, Southern East",http://dbpedia.org/resource/Southern_East_Cree_language
crg,Michif,http://dbpedia.org/resource/Michif_language
crh,Crimean Tatar,http://dbpedia.org/resource/Crimean_Tatar_language
mus,Muskogee,http://dbpedia.org/resource/Creek_language
